Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	Functional_Category	Is_Pseudogene	Product	PEandPPE_Subfamily	ExcludedGroup_Category
NC_000962.3	731112	731364	+	Rv0634A	Rv0634A	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	731493	731566	+	MTB000006	thrT	tRNA	stable RNAs	No	tRNA-Thr (GGT)	None	NotExcluded
NC_000962.3	731602	731676	+	MTB000007	metT	tRNA	stable RNAs	No	tRNA-Met (CAT)	None	NotExcluded
NC_000962.3	731711	731879	+	Rv0634B	rpmG2	CDS	information pathways	No	50S ribosomal protein L33 RpmG2	None	NotExcluded
NC_000962.3	731929	732406	+	Rv0635	hadA	CDS	intermediary metabolism and respiration	No	(3R)-hydroxyacyl-ACP dehydratase subunit HadA	None	NotExcluded
NC_000962.3	732392	732821	+	Rv0636	hadB	CDS	intermediary metabolism and respiration	No	(3R)-hydroxyacyl-ACP dehydratase subunit HadB	None	NotExcluded
NC_000962.3	732824	733325	+	Rv0637	hadC	CDS	intermediary metabolism and respiration	No	(3R)-hydroxyacyl-ACP dehydratase subunit HadC	None	NotExcluded
NC_000962.3	733523	733596	+	MTB000008	trpT	tRNA	stable RNAs	No	tRNA-Trp (CCA)	None	NotExcluded
NC_000962.3	733736	734222	+	Rv0638	secE1	CDS	cell wall and cell processes	No	Probable preprotein translocase SecE1	None	NotExcluded
NC_000962.3	734253	734970	+	Rv0639	nusG	CDS	information pathways	No	Probable transcription antitermination protein NusG	None	NotExcluded
NC_000962.3	735021	735450	+	Rv0640	rplK	CDS	information pathways	No	50S ribosomal protein L11 RplK	None	NotExcluded
NC_000962.3	735516	736224	+	Rv0641	rplA	CDS	information pathways	No	50S ribosomal protein L1 RplA	None	NotExcluded
NC_000962.3	736297	737203	-	Rv0642c	mmaA4	CDS	lipid metabolism	No	Methoxy mycolic acid synthase 4 MmaA4 (methyl mycolic acid synthase 4) (MMA4) (hydroxy mycolic acid synthase)	None	NotExcluded
NC_000962.3	737267	738149	-	Rv0643c	mmaA3	CDS	lipid metabolism	No	Methoxy mycolic acid synthase 3 MmaA3 (methyl mycolic acid synthase 3) (MMA3) (hydroxy mycolic acid synthase)	None	NotExcluded
NC_000962.3	738296	739160	-	Rv0644c	mmaA2	CDS	lipid metabolism	No	Methoxy mycolic acid synthase 2 MmaA2 (methyl mycolic acid synthase 2) (MMA2) (hydroxy mycolic acid synthase)	None	NotExcluded
NC_000962.3	739326	740187	-	Rv0645c	mmaA1	CDS	lipid metabolism	No	Methoxy mycolic acid synthase 1 MmaA1 (methyl mycolic acid synthase 1) (MMA1) (hydroxy mycolic acid synthase)	None	NotExcluded
NC_000962.3	740233	741139	-	Rv0646c	lipG	CDS	intermediary metabolism and respiration	No	Probable lipase/esterase LipG	None	NotExcluded
NC_000962.3	741150	742617	-	Rv0647c	Rv0647c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	742718	746366	+	Rv0648	Rv0648	CDS	intermediary metabolism and respiration	No	Alpha-mannosidase	None	NotExcluded
NC_000962.3	746362	747037	+	Rv0649	fabD2	CDS	lipid metabolism	No	Possible malonyl CoA-acyl carrier protein transacylase FabD2 (MCT)	None	NotExcluded
NC_000962.3	747036	747945	+	Rv0650	Rv0650	CDS	intermediary metabolism and respiration	No	Possible sugar kinase	None	NotExcluded
NC_000962.3	748275	748812	+	Rv0651	rplJ	CDS	information pathways	No	50S ribosomal protein L10 RplJ	None	NotExcluded
NC_000962.3	748848	749241	+	Rv0652	rplL	CDS	information pathways	No	50S ribosomal protein L7/L12 RplL (SA1)	None	NotExcluded
NC_000962.3	749233	749929	-	Rv0653c	Rv0653c	CDS	regulatory proteins	No	Possible transcriptional regulatory protein (probably TetR-family)	None	NotExcluded
NC_000962.3	749999	751505	+	Rv0654	Rv0654	CDS	intermediary metabolism and respiration	No	Probable dioxygenase	None	NotExcluded
NC_000962.3	751516	752596	+	Rv0655	mkl	CDS	cell wall and cell processes	No	Possible ribonucleotide-transport ATP-binding protein ABC transporter Mkl	None	NotExcluded
NC_000962.3	752983	753367	-	Rv0656c	vapC6	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC6	None	NotExcluded
NC_000962.3	753461	753617	-	Rv0657c	vapB6	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB6	None	NotExcluded
NC_000962.3	753692	754409	-	Rv0658c	Rv0658c	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	754684	754993	-	Rv0659c	mazF2	CDS	virulence, detoxification, adaptation	No	Toxin MazF2	None	NotExcluded
NC_000962.3	754979	755225	-	Rv0660c	mazE2	CDS	virulence, detoxification, adaptation	No	Possible antitoxin MazE2	None	NotExcluded
NC_000962.3	755334	755772	-	Rv0661c	vapC7	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC7	None	NotExcluded
NC_000962.3	755768	756023	-	Rv0662c	vapB7	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB7	None	NotExcluded
NC_000962.3	756136	758500	+	Rv0663	atsD	CDS	intermediary metabolism and respiration	No	Possible arylsulfatase AtsD (aryl-sulfate sulphohydrolase) (arylsulphatase)	None	NotExcluded
NC_000962.3	758531	758804	+	Rv0664	vapB8	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB8	None	NotExcluded
NC_000962.3	758800	759139	+	Rv0665	vapC8	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC8	None	NotExcluded
NC_000962.3	759135	759309	+	Rv0666	Rv0666	CDS	cell wall and cell processes	No	Possible membrane protein	None	NotExcluded
NC_000962.3	759806	763325	+	Rv0667	rpoB	CDS	information pathways	No	DNA-directed RNA polymerase (beta chain) RpoB (transcriptase beta chain) (RNA polymerase beta subunit)	None	NotExcluded
NC_000962.3	763369	767320	+	Rv0668	rpoC	CDS	information pathways	No	DNA-directed RNA polymerase (beta' chain) RpoC (transcriptase beta' chain) (RNA polymerase beta' subunit).	None	NotExcluded
NC_000962.3	767683	769597	-	Rv0669c	Rv0669c	CDS	intermediary metabolism and respiration	No	Possible hydrolase	None	NotExcluded
NC_000962.3	769791	770550	+	Rv0670	end	CDS	information pathways	No	Probable endonuclease IV End (endodeoxyribonuclease IV) (apurinase)	None	NotExcluded
NC_000962.3	770581	771424	+	Rv0671	lpqP	CDS	cell wall and cell processes	No	Possible conserved lipoprotein LpqP	None	NotExcluded
NC_000962.3	771483	773112	+	Rv0672	fadE8	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE8	None	NotExcluded
NC_000962.3	773122	774061	+	Rv0673	echA4	CDS	lipid metabolism	No	Possible enoyl-CoA hydratase EchA4 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	None	NotExcluded
NC_000962.3	774063	774786	+	Rv0674	Rv0674	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	774782	775574	+	Rv0675	echA5	CDS	lipid metabolism	No	Probable enoyl-CoA hydratase EchA5 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	None	NotExcluded
NC_000962.3	775585	778480	-	Rv0676c	mmpL5	CDS	cell wall and cell processes	No	Probable conserved transmembrane transport protein MmpL5	None	NotExcluded
NC_000962.3	778476	778905	-	Rv0677c	mmpS5	CDS	cell wall and cell processes	No	Possible conserved membrane protein MmpS5	None	NotExcluded
NC_000962.3	778989	779487	+	Rv0678	Rv0678	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	779542	780040	-	Rv0679c	Rv0679c	CDS	conserved hypotheticals	No	Conserved threonine rich protein	None	NotExcluded
NC_000962.3	780041	780416	-	Rv0680c	Rv0680c	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	780720	781311	+	Rv0681	Rv0681	CDS	regulatory proteins	No	Probable transcriptional regulatory protein (possibly TetR-family)	None	NotExcluded
NC_000962.3	781559	781934	+	Rv0682	rpsL	CDS	information pathways	No	30S ribosomal protein S12 RpsL	None	NotExcluded
NC_000962.3	781933	782404	+	Rv0683	rpsG	CDS	information pathways	No	30S ribosomal protein S7 RpsG	None	NotExcluded
NC_000962.3	782484	784590	+	Rv0684	fusA1	CDS	information pathways	No	Probable elongation factor G FusA1 (EF-G)	None	NotExcluded
NC_000962.3	784820	786011	+	Rv0685	tuf	CDS	information pathways	No	Probable iron-regulated elongation factor TU Tuf (EF-TU)	None	NotExcluded
NC_000962.3	786148	786946	+	Rv0686	Rv0686	CDS	cell wall and cell processes	No	Probable membrane protein	None	NotExcluded
NC_000962.3	787098	787926	+	Rv0687	Rv0687	CDS	intermediary metabolism and respiration	No	Probable short-chain type dehydrogenase/reductase	None	NotExcluded
NC_000962.3	787939	789160	+	Rv0688	Rv0688	CDS	intermediary metabolism and respiration	No	Putative ferredoxin reductase	None	NotExcluded
NC_000962.3	789156	789411	-	Rv0689c	Rv0689c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	790023	791073	-	Rv0690c	Rv0690c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	791069	791666	-	Rv0691c	Rv0691c	CDS	regulatory proteins	No	Probable transcriptional regulatory protein	None	NotExcluded
NC_000962.3	791657	791846	+	Rv0691A	Rv0691A	CDS	intermediary metabolism and respiration	No	Mycofactocin precursor protein	None	NotExcluded
NC_000962.3	791830	792160	+	Rv0692	Rv0692	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	792156	793332	+	Rv0693	pqqE	CDS	intermediary metabolism and respiration	No	Probable coenzyme PQQ synthesis protein E PqqE (coenzyme PQQ synthesis protein III)	None	NotExcluded
NC_000962.3	793334	794525	+	Rv0694	lldD1	CDS	intermediary metabolism and respiration	No	Possible L-lactate dehydrogenase (cytochrome) LldD1	None	NotExcluded
NC_000962.3	794714	795470	+	Rv0695	Rv0695	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	795518	796931	+	Rv0696	Rv0696	CDS	intermediary metabolism and respiration	No	Probable membrane sugar transferase	None	NotExcluded
NC_000962.3	796932	798372	+	Rv0697	Rv0697	CDS	intermediary metabolism and respiration	No	Probable dehydrogenase	None	NotExcluded
NC_000962.3	798832	799444	+	Rv0698	Rv0698	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	799628	799850	+	Rv0699	Rv0699	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	800486	800792	+	Rv0700	rpsJ	CDS	information pathways	No	30S ribosomal protein S10 RpsJ (transcription antitermination factor NusE)	None	NotExcluded
NC_000962.3	800808	801462	+	Rv0701	rplC	CDS	information pathways	No	50S ribosomal protein L3 RplC	None	NotExcluded
NC_000962.3	801461	802133	+	Rv0702	rplD	CDS	information pathways	No	50S ribosomal protein L4 RplD	None	NotExcluded
NC_000962.3	802132	802435	+	Rv0703	rplW	CDS	information pathways	No	50S ribosomal protein L23 RplW	None	NotExcluded
NC_000962.3	802527	803370	+	Rv0704	rplB	CDS	information pathways	No	50S ribosomal protein L2 RplB	None	NotExcluded
NC_000962.3	803410	803692	+	Rv0705	rpsS	CDS	information pathways	No	30S ribosomal protein S19 RpsS	None	NotExcluded
NC_000962.3	803688	804282	+	Rv0706	rplV	CDS	information pathways	No	50S ribosomal protein L22 RplV	None	NotExcluded
NC_000962.3	804281	805106	+	Rv0707	rpsC	CDS	information pathways	No	30S ribosomal protein S3 RpsC	None	NotExcluded
NC_000962.3	805109	805526	+	Rv0708	rplP	CDS	information pathways	No	50S ribosomal protein L16 RplP	None	NotExcluded
NC_000962.3	805525	805759	+	Rv0709	rpmC	CDS	information pathways	No	50S ribosomal protein L29 RpmC	None	NotExcluded
NC_000962.3	805755	806166	+	Rv0710	rpsQ	CDS	information pathways	No	30S ribosomal protein S17 RpsQ	None	NotExcluded
NC_000962.3	806334	808698	+	Rv0711	atsA	CDS	intermediary metabolism and respiration	No	Possible arylsulfatase AtsA (aryl-sulfate sulphohydrolase) (arylsulphatase)	None	NotExcluded
NC_000962.3	808745	809645	+	Rv0712	Rv0712	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	809945	810887	+	Rv0713	Rv0713	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	811372	811741	+	Rv0714	rplN	CDS	information pathways	No	50S ribosomal protein L14 RplN	None	NotExcluded
NC_000962.3	811741	812059	+	Rv0715	rplX	CDS	information pathways	No	50S ribosomal protein L24 RplX	None	NotExcluded
NC_000962.3	812058	812622	+	Rv0716	rplE	CDS	information pathways	No	50S ribosomal protein L5 RplE	None	NotExcluded
NC_000962.3	812626	812812	+	Rv0717	rpsN1	CDS	information pathways	No	30S ribosomal protein S14 RpsN1	None	NotExcluded
NC_000962.3	812975	813374	+	Rv0718	rpsH	CDS	information pathways	No	30S ribosomal protein S8 RpsH	None	NotExcluded
NC_000962.3	813397	813937	+	Rv0719	rplF	CDS	information pathways	No	50S ribosomal protein L6 RplF	None	NotExcluded
NC_000962.3	813939	814308	+	Rv0720	rplR	CDS	information pathways	No	50S ribosomal protein L18 RplR	None	NotExcluded
NC_000962.3	814327	814990	+	Rv0721	rpsE	CDS	information pathways	No	30S ribosomal protein S5 RpsE	None	NotExcluded
NC_000962.3	814992	815190	+	Rv0722	rpmD	CDS	information pathways	No	50S ribosomal protein L30 RpmD	None	NotExcluded
NC_000962.3	815189	815630	+	Rv0723	rplO	CDS	information pathways	No	50S ribosomal protein L15 RplO	None	NotExcluded
NC_000962.3	815662	817534	+	Rv0724	sppA	CDS	cell wall and cell processes	No	Possible protease IV SppA (endopeptidase IV) (signal peptide peptidase)	None	NotExcluded
NC_000962.3	817530	817866	-	Rv0724A	Rv0724A	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	817538	818444	-	Rv0725c	Rv0725c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	818536	819640	-	Rv0726c	Rv0726c	CDS	lipid metabolism	No	Possible S-adenosylmethionine-dependent methyltransferase	None	NotExcluded
NC_000962.3	819842	820499	-	Rv0727c	fucA	CDS	intermediary metabolism and respiration	No	Possible L-fuculose phosphate aldolase FucA (L-fuculose-1-phosphate aldolase)	None	NotExcluded
NC_000962.3	820495	821476	-	Rv0728c	serA2	CDS	intermediary metabolism and respiration	No	Possible D-3-phosphoglycerate dehydrogenase SerA2 (phosphoglycerate dehydrogenase) (PGDH)	None	NotExcluded
NC_000962.3	821506	822853	+	Rv0729	xylB	CDS	intermediary metabolism and respiration	No	Possible D-xylulose kinase XylB (xylulokinase) (xylulose kinase)	None	NotExcluded
NC_000962.3	822865	823594	+	Rv0730	Rv0730	CDS	intermediary metabolism and respiration	No	GCN5-related N-acetyltransferase	None	NotExcluded
NC_000962.3	823682	824639	-	Rv0731c	Rv0731c	CDS	lipid metabolism	No	Possible S-adenosylmethionine-dependent methyltransferase	None	NotExcluded
NC_000962.3	824799	826125	+	Rv0732	secY	CDS	cell wall and cell processes	No	Probable preprotein translocase SecY	None	NotExcluded
NC_000962.3	826121	826667	+	Rv0733	adk	CDS	intermediary metabolism and respiration	No	Adenylate kinase Adk (ATP-AMP transphosphorylase)	None	NotExcluded
NC_000962.3	826669	827470	+	Rv0734	mapA	CDS	intermediary metabolism and respiration	No	Methionine aminopeptidase MapA (map) (peptidase M) (MetAP)	None	NotExcluded
NC_000962.3	827542	828076	+	Rv0735	sigL	CDS	information pathways	No	Probable alternative RNA polymerase sigma factor SigL	None	NotExcluded
NC_000962.3	828139	828892	+	Rv0736	rslA	CDS	information pathways	No	Anti-sigma factor RslA	None	NotExcluded
NC_000962.3	829206	829704	+	Rv0737	Rv0737	CDS	regulatory proteins	No	Possible transcriptional regulatory protein	None	NotExcluded
NC_000962.3	830061	830610	+	Rv0738	Rv0738	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	830854	831661	+	Rv0739	Rv0739	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	831775	832303	+	Rv0740	Rv0740	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	Coscolla Repetitive Genes
NC_000962.3	832533	832848	+	Rv0741	Rv0741	CDS	insertion seqs and phages	No	Probable transposase (fragment)	None	InsertionSeqs_And_Phages
NC_000962.3	832980	833508	+	Rv0742	PE_PGRS8	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS8	PE_V_PGRS	PE/PPEs
NC_000962.3	833885	834443	-	Rv0743c	Rv0743c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	834439	834946	-	Rv0744c	Rv0744c	CDS	regulatory proteins	No	Possible transcriptional regulatory protein	None	NotExcluded
NC_000962.3	835153	835681	+	Rv0745	Rv0745	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	835700	838052	+	Rv0746	PE_PGRS9	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS9	PE_V_PGRS	PE/PPEs
NC_000962.3	838450	840856	+	Rv0747	PE_PGRS10	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS10	PE_V_PGRS	PE/PPEs
NC_000962.3	840946	841204	+	Rv0748	vapB31	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB31	None	NotExcluded
NC_000962.3	841227	841656	+	Rv0749	vapC31	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC31. Contains PIN domain.	None	NotExcluded
NC_000962.3	841736	841874	-	Rv0749A	Rv0749A	CDS	conserved hypotheticals	No	Hypothetical protein (fragment)	None	NotExcluded
NC_000962.3	842032	842278	+	Rv0750	Rv0750	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	Coscolla Repetitive Genes
NC_000962.3	842346	843231	-	Rv0751c	mmsB	CDS	intermediary metabolism and respiration	No	Probable 3-hydroxyisobutyrate dehydrogenase MmsB (hibadh)	None	NotExcluded
NC_000962.3	843241	844414	-	Rv0752c	fadE9	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE9	None	NotExcluded
NC_000962.3	844420	845953	-	Rv0753c	mmsA	CDS	intermediary metabolism and respiration	No	Probable methylmalonate-semialdehyde dehydrogenase MmsA (methylmalonic acid semialdehyde dehydrogenase) (MMSDH)	None	NotExcluded
NC_000962.3	846158	847913	+	Rv0754	PE_PGRS11	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS11	PE_V_PGRS	PE/PPEs
NC_000962.3	848102	850040	-	Rv0755c	PPE12	CDS	PE/PPE	No	PPE family protein PPE12	PPE_SL-5_PPE-MPTR	PE/PPEs
NC_000962.3	850341	850527	-	Rv0755A	Rv0755A	CDS	insertion seqs and phages	No	Putative transposase (fragment)	None	InsertionSeqs_And_Phages
NC_000962.3	850641	850713	-	MTB000009	thrV	tRNA	stable RNAs	No	tRNA-Thr (TGT)	None	NotExcluded
NC_000962.3	850740	851466	-	Rv0756c	Rv0756c	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	851607	852351	+	Rv0757	phoP	CDS	regulatory proteins	No	Possible two component system response transcriptional positive regulator PhoP	None	NotExcluded
NC_000962.3	852395	853853	+	Rv0758	phoR	CDS	regulatory proteins	No	Possible two component system response sensor kinase membrane associated PhoR	None	NotExcluded
NC_000962.3	853824	854157	-	Rv0759c	Rv0759c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	854266	854686	-	Rv0760c	Rv0760c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	854698	855826	-	Rv0761c	adhB	CDS	intermediary metabolism and respiration	No	Possible zinc-containing alcohol dehydrogenase NAD dependent AdhB	None	NotExcluded
NC_000962.3	855924	856470	-	Rv0762c	Rv0762c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	856472	856679	-	Rv0763c	Rv0763c	CDS	intermediary metabolism and respiration	No	Possible ferredoxin	None	NotExcluded
NC_000962.3	856681	858037	-	Rv0764c	cyp51	CDS	intermediary metabolism and respiration	No	Cytochrome P450 51 Cyp51 (CYPL1) (P450-L1A1) (sterol 14-alpha demethylase) (lanosterol 14-alpha demethylase) (P450-14DM)	None	NotExcluded
