lineage,position,gene_coordinate,allele_change,codon_number,codon_change,amino_acid_change,locus_Id,gene_name,mutation_type,essential,diagnostic_snp
lineage2.1,799115,283,C/T,95,CCC/TCC,P/S,Rv0698,0,nonsyn,nonessential,no
lineage2.1,808434,2100,T/G,700,AGT/AGG,S/R,Rv0711,atsA,nonsyn,nonessential,no
lineage2.1,809958,13,G/T,5,GAC/TAC,D/Y,Rv0713,0,nonsyn,nonessential,no
lineage2.1,875561,830,A/G,277,GAC/GGC,D/G,Rv0782,ptrBb,nonsyn,nonessential,no
lineage2.1,911655,684,G/A,228,CCG/CCA,P/P,Rv0818,0,syn,nonessential,no
lineage2.1,945915,978,C/T,326,AAC/AAT,N/N,Rv0848,cysK2,syn,nonessential,no
lineage2.1,967387,347,A/G,116,CTG/CCG,L/P,Rv0870c,0,nonsyn,nonessential,no
lineage2.1,989418,444,T/C,148,GCA/GCG,A/A,Rv0889c,citA,syn,nonessential,no
lineage2.1,1023277,1191,G/A,397,GCG/GCA,A/A,Rv0917,betP,syn,nonessential,no
lineage2.1,1054007,243,G/C,81,ATG/ATC,M/I,Rv0944,0,nonsyn,nonessential,no
lineage2.1,1070687,805,C/G,269,CTG/GTG,L/V,Rv0958,0,nonsyn,nonessential,no
lineage2.1,1073309,0,A/C,0,./.,./.,0,0,inter,0,no
lineage2.1,1075904,194,T/C,65,GAC/GGC,D/G,Rv0963c,0,nonsyn,nonessential,no
lineage2.1,1080013,1271,C/T,424,ACC/ATC,T/I,Rv0969,ctpV,nonsyn,nonessential,no
lineage2.1,1094567,0,C/A,0,./.,./.,0,0,inter,0,no
lineage2.1,1099797,732,C/A,244,GGC/GGA,G/G,Rv0983,pepD,syn,nonessential,no
lineage2.1,1103046,505,G/C,169,GTG/CTG,V/L,Rv0987,0,nonsyn,nonessential,no
lineage2.1,1104944,2403,C/T,801,CGC/CGT,R/R,Rv0987,0,syn,nonessential,no
lineage2.1,1106464,919,G/A,307,CGC/TGC,R/C,Rv0989c,grcC2,nonsyn,nonessential,no
lineage2.1,1111448,1180,A/G,394,ACG/GCG,T/A,Rv0994,moeA1,nonsyn,nonessential,no
lineage2.1,1127469,381,C/T,127,ACC/ACT,T/T,Rv1008,tatD,syn,nonessential,no
lineage2.1,1135498,0,C/T,0,./.,./.,0,0,inter,0,no
lineage2.1,1135798,684,C/T,228,CTG/CTA,L/L,Rv1017c,prsA,syn,essential,yes
lineage2.1,1146909,349,C/G,117,CTG/GTG,L/V,Rv1025,0,nonsyn,essential,no
lineage2.1,1171107,1047,G/C,349,GCC/GCG,A/A,Rv1048c,0,syn,nonessential,no
lineage2.1,1181132,449,A/G,150,GAA/GGA,E/G,Rv1058,fadD14,nonsyn,nonessential,no
lineage2.1,1216555,87,C/T,29,AAC/AAT,N/N,Rv1091,PE_PGRS22,syn,ND,no
lineage2.1,1220034,153,C/T,51,GAG/GAA,E/E,Rv1092c,coaA,syn,essential,yes
lineage2.1,1268653,357,G/A,119,GTC/GTT,V/V,Rv1141c,echA11,syn,nonessential,no
lineage2.1,1304443,1513,G/A,505,GCG/ACG,A/T,Rv1173,fbiC,nonsyn,nonessential,no
lineage2.1,1310756,2544,G/C,848,ATC/ATG,I/M,Rv1179c,0,nonsyn,nonessential,no
lineage2.1,1315359,126,C/A,42,GGC/GGA,G/G,Rv1181,pks4,syn,nonessential,no
lineage2.1,1325886,1627,G/T,543,CTC/ATC,L/I,Rv1185c,fadD21,nonsyn,essential,no
lineage2.1,1386936,80,C/G,27,ACC/AGC,T/S,Rv1244,lpqZ,nonsyn,essential,no
lineage2.1,1388682,0,G/A,0,./.,./.,0,0,inter,0,no
lineage2.1,1393812,171,C/T,57,GCG/GCA,A/A,Rv1249c,0,syn,nonessential,no
lineage2.1,1462787,945,C/A,315,GAC/GAA,D/E,Rv1307,atpH,nonsyn,essential,no
lineage2.1,1521997,2036,T/G,679,AAG/ACG,K/T,Rv1355c,moeY,nonsyn,nonessential,no
lineage2.1,1527844,1233,G/A,411,CCG/CCA,P/P,Rv1358,0,syn,nonessential,no
lineage2.1,1533466,168,T/C,56,GGA/GGG,G/G,Rv1361c,PPE19,syn,ND,no
lineage2.1,1570771,199,G/A,67,CAT/TAT,H/Y,Rv1394c,cyp132,nonsyn,nonessential,no
lineage2.1,1589948,58,C/T,20,CTG/TTG,L/L,Rv1414,0,syn,nonessential,no
lineage2.1,1640695,16,C/T,6,CCG/TCG,P/S,Rv1455,0,nonsyn,nonessential,no
lineage2.1,1646283,98,C/T,33,ACT/ATT,T/I,Rv1460,0,nonsyn,essential,no
lineage2.1,1650786,71,C/T,24,CCG/CTG,P/L,Rv1463,0,nonsyn,essential,no
lineage2.1,1655560,0,A/G,0,./.,./.,0,0,inter,0,no
lineage2.1,1679097,156,T/G,52,TGT/TGG,C/W,Rv1489A,0,nonsyn,nonessential,no
lineage2.1,1793561,180,T/G,60,GAA/GAC,E/D,Rv1592c,0,nonsyn,nonessential,no
lineage2.1,1846439,2699,T/C,900,GTC/GCC,V/A,Rv1638,uvrA,nonsyn,nonessential,no
lineage2.1,1878221,2918,T/C,973,CTG/CCG,L/P,Rv1661,pks7,nonsyn,essential,no
lineage2.1,1878222,2919,G/C,973,CTG/CTC,L/L,Rv1661,pks7,syn,essential,yes
lineage2.1,1881090,5787,C/T,1929,GGC/GGT,G/G,Rv1661,pks7,syn,essential,yes
lineage2.1,1901171,125,T/C,42,ATT/ACT,I/T,Rv1676,0,nonsyn,nonessential,no
lineage2.1,2047343,7,C/G,3,GTT/CTT,V/L,Rv1804c,0,nonsyn,nonessential,no
lineage2.1,2069002,0,C/T,0,./.,./.,0,0,inter,0,no
lineage2.1,2117686,340,G/A,114,GAG/AAG,E/K,Rv1868,0,nonsyn,nonessential,no
lineage2.1,2119323,1977,C/T,659,GAC/GAT,D/D,Rv1868,0,syn,nonessential,no
lineage2.1,2123850,167,C/T,56,GCG/GTG,A/V,Rv1874,0,nonsyn,nonessential,no
lineage2.1,2131184,674,C/T,225,GGG/GAG,G/E,Rv1880c,cyp140,nonsyn,nonessential,no
lineage2.1,2144094,353,T/C,118,GAC/GGC,D/G,Rv1896c,0,nonsyn,nonessential,no
lineage2.1,2146523,1111,C/T,371,GCG/ACG,A/T,Rv1900c,lipJ,nonsyn,nonessential,no
lineage2.1,2200042,148,C/T,50,GGC/AGC,G/S,Rv1950c,0,nonsyn,nonessential,no
lineage2.1,2239156,153,G/T,51,CCG/CCT,P/P,Rv1996,0,syn,nonessential,no
lineage2.1,2241449,1291,C/T,431,CTG/TTG,L/L,Rv1997,ctpF,syn,nonessential,no
lineage2.1,2258019,0,T/C,0,./.,./.,0,0,inter,0,no
lineage2.1,2267535,190,C/T,64,GTG/ATG,V/M,Rv2022c,0,nonsyn,nonessential,no
lineage2.1,2268536,191,G/T,64,GCG/GAG,A/E,Rv2023A,0,nonsyn,nonessential,no
lineage2.1,2310843,0,T/G,0,./.,./.,0,0,inter,0,no
lineage2.1,2317969,2785,G/A,929,CTC/TTC,L/F,Rv2062c,cobN,nonsyn,nonessential,no
lineage2.1,2319843,911,A/G,304,GTG/GCG,V/A,Rv2062c,cobN,nonsyn,nonessential,no
lineage2.1,2321583,133,G/A,45,GTC/ATC,V/I,Rv2064,cobG,nonsyn,nonessential,no
lineage2.1,2344134,141,T/G,47,GCT/GCG,A/A,Rv2087,0,syn,nonessential,no
lineage2.1,2346763,562,C/A,188,GAA/TAA,E/*,Rv2089c,pepE,nonsyn,nonessential,no
lineage2.1,2381021,0,A/C,0,./.,./.,0,0,inter,0,no
lineage2.1,2397228,88,G/A,30,CAG/TAG,Q/*,Rv2137c,0,nonsyn,nonessential,no
lineage2.1,2401841,0,C/G,0,./.,./.,0,0,inter,0,no
lineage2.1,2411810,313,G/A,105,CCG/TCG,P/S,Rv2152c,murC,nonsyn,essential,no
lineage2.1,2423375,1464,G/A,488,GGC/GGT,G/G,Rv2162c,PE_PGRS38,syn,ND,no
lineage2.1,2442398,817,C/T,273,GAC/AAC,D/N,Rv2180c,0,nonsyn,nonessential,no
lineage2.1,2451030,121,C/A,41,GCA/TCA,A/S,Rv2188c,pimB,nonsyn,essential,no
lineage2.1,2459699,22,C/T,8,CCG/TCG,P/S,Rv2196,qcrB,nonsyn,essential,no
lineage2.1,2484526,901,G/C,301,GGC/CGC,G/R,Rv2216,0,nonsyn,nonessential,no
lineage2.1,2545013,316,G/A,106,GTC/ATC,V/I,Rv2270,lppN,nonsyn,nonessential,no
lineage2.1,2573553,539,G/A,180,CGG/CAG,R/Q,Rv2301,cut2,nonsyn,nonessential,no
lineage2.1,2582198,101,T/G,34,GAG/GCG,E/A,Rv2309c,0,nonsyn,nonessential,no
lineage2.1,2603736,487,C/T,163,GAT/AAT,D/N,Rv2330c,lppP,nonsyn,nonessential,no
lineage2.1,2605187,80,C/T,27,GCG/GTG,A/V,Rv2332,mez,nonsyn,nonessential,no
lineage2.1,2606782,1540,G/C,514,CCT/GCT,P/A,Rv2333c,stp,nonsyn,nonessential,no
lineage2.1,2610122,391,A/G,131,AAG/GAG,K/E,Rv2335,cysE,nonsyn,essential,no
lineage2.1,2620214,0,G/C,0,./.,./.,0,0,inter,0,no
lineage2.1,2623273,480,G/A,160,CGC/CGT,R/R,Rv2344c,dgt,syn,nonessential,no
lineage2.1,2648929,1046,C/T,349,CGC/CAC,R/H,Rv2368c,phoH1,nonsyn,nonessential,no
lineage2.1,2672607,3231,G/A,1077,GCC/GCT,A/A,Rv2383c,mbtB,syn,nonessential,no
lineage2.1,2724004,180,C/G,60,GCG/GCC,A/A,Rv2426c,0,syn,nonessential,no
lineage2.1,2730205,356,C/A,119,CGC/CTC,R/L,Rv2434c,0,nonsyn,nonessential,no
lineage2.1,2737453,795,A/C,265,CGT/CGG,R/R,Rv2439c,proB,syn,essential,no
lineage2.1,2778196,4067,G/A,1356,ACC/ATC,T/I,Rv2476c,gdh,nonsyn,ND,no
lineage2.1,2782240,23,T/C,8,AAG/AGG,K/R,Rv2476c,gdh,nonsyn,ND,no
lineage2.1,2783790,253,C/T,85,GTT/ATT,V/I,Rv2477c,0,nonsyn,essential,no
lineage2.1,2796232,1154,G/A,385,GCT/GTT,A/V,Rv2487c,PE_PGRS42,nonsyn,ND,no
lineage2.1,2815465,1416,G/T,472,GCC/GCA,A/A,Rv2501c,accA1,syn,nonessential,no
lineage2.1,2828055,0,G/A,0,./.,./.,0,0,inter,0,no
lineage2.1,2867552,429,A/C,143,CGA/CGC,R/R,Rv2544,lppB,syn,nonessential,no
lineage2.1,2880615,541,G/A,181,GCC/ACC,A/T,Rv2560,0,nonsyn,nonessential,no
lineage2.1,2880668,594,C/T,198,GGC/GGT,G/G,Rv2560,0,syn,nonessential,no
lineage2.1,2887475,1103,G/T,368,GGC/GTC,G/V,Rv2566,0,nonsyn,nonessential,no
lineage2.1,2917291,932,T/C,311,ATC/ACC,I/T,Rv2589,gabT,nonsyn,nonessential,no
lineage2.1,2932819,324,G/T,108,ACC/ACA,T/T,Rv2605c,tesB2,syn,nonessential,no
lineage2.1,2978583,76,C/G,26,GTC/CTC,V/L,Rv2655c,0,nonsyn,ND,no
lineage2.1,3032240,453,G/T,151,CTG/CTT,L/L,Rv2720,lexA,syn,nonessential,no
lineage2.1,3044763,227,A/G,76,CTG/CCG,L/P,Rv2732c,0,nonsyn,nonessential,no
lineage2.1,3063565,750,G/A,250,GCG/GCA,A/A,Rv2750,0,syn,nonessential,no
lineage2.1,3127274,94,G/T,32,CAC/AAC,H/N,Rv2819c,0,nonsyn,nonessential,no
lineage2.1,3136335,265,G/A,89,CGG/TGG,R/W,Rv2828A,0,nonsyn,essential,no
lineage2.1,3139686,799,C/T,267,GCC/ACC,A/T,Rv2833c,ugpB,nonsyn,essential,no
lineage2.1,3223856,825,A/C,275,GCT/GCG,A/A,Rv2915c,0,syn,nonessential,no
lineage2.1,3240567,605,G/A,202,ACA/ATA,T/I,Rv2926c,0,nonsyn,essential,no
lineage2.1,3242930,733,G/C,245,GAG/CAG,E/Q,Rv2928,tesA,nonsyn,nonessential,no
lineage2.1,3247730,2286,A/C,762,GAA/GAC,E/D,Rv2931,ppsA,nonsyn,nonessential,no
lineage2.1,3256848,1164,G/A,388,GCG/GCA,A/A,Rv2933,ppsC,syn,nonessential,no
lineage2.1,3302400,56,C/A,19,TGG/TTG,W/L,Rv2950c,fadD29,nonsyn,nonessential,no
lineage2.1,3309880,411,G/A,137,CTG/CTA,L/L,Rv2957,0,syn,nonessential,no
lineage2.1,3320975,2072,T/C,691,CAG/CGG,Q/R,Rv2967c,pca,nonsyn,essential,no
lineage2.1,3346511,365,A/C,122,GAT/GCT,D/A,Rv2989,0,nonsyn,nonessential,no
lineage2.1,3382910,979,G/A,327,CGC/TGC,R/C,Rv3024c,trmU,nonsyn,nonessential,no
lineage2.1,3405675,540,C/G,180,ACC/ACG,T/T,Rv3044,fecB,syn,nonessential,no
lineage2.1,3421951,1263,A/G,421,AAT/AAC,N/N,Rv3060c,0,syn,nonessential,no
lineage2.1,3424878,550,C/T,184,GGC/AGC,G/S,Rv3061c,fadE22,nonsyn,essential,no
lineage2.1,3436300,23,C/T,8,TGC/TAC,C/Y,Rv3072c,0,nonsyn,nonessential,no
lineage2.1,3444109,1880,G/A,627,GCG/GTG,A/V,Rv3080c,pknK,nonsyn,nonessential,no
lineage2.1,3447102,1063,G/T,355,GCG/TCG,A/S,Rv3081,0,nonsyn,nonessential,no
lineage2.1,3456397,637,A/G,213,ACG/GCG,T/A,Rv3089,fadD13,nonsyn,nonessential,no
lineage2.1,3478092,444,C/G,148,TTC/TTG,F/L,Rv3109,moaA1,nonsyn,essential,no
lineage2.1,3480383,310,A/G,104,AGC/GGC,S/G,Rv3113,0,nonsyn,essential,no
lineage2.1,3483703,928,G/A,310,GCC/ACC,A/T,Rv3116,moeB2,nonsyn,nonessential,no
lineage2.1,3489490,0,A/G,0,./.,./.,0,0,inter,0,no
lineage2.1,3513538,201,A/T,67,GAA/GAT,E/D,Rv3148,nuoD,nonsyn,nonessential,no
lineage2.1,3527396,1768,G/A,590,CCC/TCC,P/S,Rv3159c,PPE53,nonsyn,ND,no
lineage2.1,3534662,690,T/C,230,CCA/CCG,P/P,Rv3166c,0,syn,nonessential,no
lineage2.1,3537016,915,G/A,305,GTG/GTA,V/V,Rv3168,0,syn,essential,yes
lineage2.1,3559689,127,G/T,43,GGC/TGC,G/C,Rv3192,0,nonsyn,nonessential,no
lineage2.1,3572804,866,T/C,289,GAG/GGG,E/G,Rv3200c,0,nonsyn,nonessential,no
lineage2.1,3576359,678,G/A,226,ACC/ACT,T/T,Rv3201c,0,syn,ND,no
lineage2.1,3578190,2011,G/A,671,CTG/TTG,L/L,Rv3202c,0,syn,nonessential,no
lineage2.1,3686038,863,G/T,288,ACG/AAG,T/K,Rv3300c,0,nonsyn,nonessential,no
lineage2.1,3697978,781,A/G,261,ACT/GCT,T/A,Rv3310,sapM,nonsyn,nonessential,no
lineage2.1,3725630,215,A/C,72,GTG/GGG,V/G,Rv3339c,icd1,nonsyn,nonessential,no
lineage2.1,3750177,3008,A/T,1003,TTC/TAC,F/Y,Rv3347c,PPE55,nonsyn,ND,no
lineage2.1,3750178,3007,A/C,1003,TTC/GTC,F/V,Rv3347c,PPE55,nonsyn,ND,no
lineage2.1,3750205,2980,C/T,994,GAC/AAC,D/N,Rv3347c,PPE55,nonsyn,ND,no
lineage2.1,3784492,249,G/A,83,GAC/GAT,D/D,Rv3370c,dnaE2,syn,nonessential,no
lineage2.1,3788150,425,G/A,142,CGG/CAG,R/Q,Rv3373,echA18,nonsyn,nonessential,no
lineage2.1,3798081,409,C/T,137,GGA/AGA,G/R,Rv3383c,idsB,nonsyn,nonessential,no
lineage2.1,3844726,0,G/C,0,./.,./.,0,0,inter,0,no
lineage2.1,3845761,210,G/C,70,GTC/GTG,V/V,Rv3428c,0,syn,ND,no
lineage2.1,3847364,200,C/T,67,GCT/GTT,A/V,Rv3429,PPE59,nonsyn,ND,no
lineage2.1,3847367,203,G/A,68,GGG/GAG,G/E,Rv3429,PPE59,nonsyn,ND,no
lineage2.1,3848451,355,G/A,119,CGC/TGC,R/C,Rv3430c,0,nonsyn,ND,no
lineage2.1,3862009,382,G/C,128,CCG/GCG,P/A,Rv3443c,rplM,nonsyn,essential,no
lineage2.1,3882338,502,C/G,168,CGC/GGC,R/G,Rv3464,rmlB,nonsyn,essential,no
lineage2.1,3907592,0,G/C,0,./.,./.,0,0,inter,0,no
lineage2.1,3920949,0,C/T,0,./.,./.,0,0,inter,0,no
lineage2.1,3960940,186,G/A,62,GTG/GTA,V/V,Rv3524,0,syn,nonessential,no
lineage2.1,3961552,798,C/T,266,CAC/CAT,H/H,Rv3524,0,syn,nonessential,no
lineage2.1,3964031,427,G/A,143,GAG/AAG,E/K,Rv3527,0,nonsyn,nonessential,no
lineage2.1,4004893,603,G/A,201,GGG/GGA,G/G,Rv3563,fadE32,syn,essential,yes
lineage2.1,4019099,0,C/G,0,./.,./.,0,0,inter,0,no
lineage2.1,4020620,479,T/C,160,CTG/CCG,L/P,Rv3578,arsB2,nonsyn,nonessential,no
lineage2.1,4074482,849,C/T,283,CCC/CCT,P/P,Rv3635,0,syn,essential,yes
lineage2.1,4090667,1887,G/A,629,TTG/TTA,L/L,Rv3649,0,syn,essential,yes
lineage2.1,4096171,769,A/G,257,TCG/CCG,S/P,Rv3658c,0,nonsyn,essential,no
lineage2.1,4099304,0,G/T,0,./.,./.,0,0,inter,0,no
lineage2.1,4128254,472,G/A,158,CCG/TCG,P/S,Rv3685c,cyp137,nonsyn,nonessential,no
lineage2.1,4137950,745,C/T,249,CCT/TCT,P/S,Rv3695,0,nonsyn,nonessential,no
lineage2.1,4141505,1013,G/C,338,CGG/CCG,R/P,Rv3698,0,nonsyn,nonessential,no
lineage2.1,4143738,183,C/T,61,GCG/GCA,A/A,Rv3700c,0,syn,nonessential,no
lineage2.1,4165481,1251,G/C,417,CCC/CCG,P/P,Rv3721c,dnaZX,syn,essential,yes
lineage2.1,4168959,424,C/G,142,CCG/GCG,P/A,Rv3723,0,nonsyn,essential,no
lineage2.1,4232049,730,G/C,244,GAG/CAG,E/Q,Rv3785,0,nonsyn,nonessential,no
lineage2.1,4233767,770,G/C,257,CCC/CGC,P/R,Rv3787c,0,nonsyn,nonessential,no
lineage2.1,4234805,26,G/A,9,GGG/GAG,G/E,Rv3788,0,nonsyn,nonessential,no
lineage2.1,4246088,2856,A/G,952,CAA/CAG,Q/Q,Rv3794,embA,syn,essential,yes
lineage2.1,4250812,935,C/G,312,CCG/CGG,P/R,Rv3796,0,nonsyn,nonessential,no
lineage2.1,4264825,638,C/G,213,TGG/TCG,W/S,Rv3803c,fbpD,nonsyn,ND,no
lineage2.1,4275985,1188,G/C,396,GAG/GAC,E/D,Rv3811,0,nonsyn,nonessential,no
lineage2.1,4287178,458,C/T,153,GCC/GTC,A/V,Rv3822,0,nonsyn,nonessential,no
lineage2.1,4306758,54,T/A,18,AAA/AAT,K/N,Rv3832c,0,nonsyn,nonessential,no
lineage2.1,4306822,0,A/G,0,./.,./.,0,0,inter,0,no
lineage2.1,4330337,1169,T/C,390,GAC/GGC,D/G,Rv3858c,gltD,nonsyn,essential,no
lineage2.1,4342484,605,T/C,202,ATC/ACC,I/T,Rv3866,espG1,nonsyn,nonessential,no
lineage2.1,4345707,669,C/T,223,GCC/GCT,A/A,Rv3869,eccB1,syn,essential,yes
lineage2.1,4363544,1214,A/G,405,CTT/CCT,L/P,Rv3883c,mycP1,nonsyn,nonessential,no
lineage2.1,4369381,790,C/T,264,GCG/ACG,A/T,Rv3886c,mycP2,nonsyn,nonessential,no
lineage2.1,4395083,892,G/C,298,GAC/CAC,D/H,Rv3909,0,nonsyn,nonessential,no
lineage2.2,16119,1352,C/A,451,CGC/CTC,R/L,Rv0014c,pknB,nonsyn,essential,no
lineage2.2,25610,0,G/C,0,./.,./.,0,0,inter,0,no
lineage2.2,44768,1207,A/G,403,AGG/GGG,R/G,Rv0041,leuS,nonsyn,essential,no
lineage2.2,65150,201,C/T,67,TGG/TGA,W/*,Rv0061c,0,nonsyn,nonessential,no
lineage2.2,94388,438,G/A,146,GGG/GGA,G/G,Rv0086,hycQ,syn,essential,no
lineage2.2,105139,77,C/A,26,GGG/GTG,G/V,Rv0095c,0,nonsyn,nonessential,no
lineage2.2,123454,1138,C/T,380,CAA/TAA,Q/*,Rv0104,0,nonsyn,nonessential,no
lineage2.2,139297,785,G/T,262,GGC/GTC,G/V,Rv0115,hddA,nonsyn,nonessential,no
lineage2.2,195682,690,C/G,230,GTC/GTG,V/V,Rv0166,fadD5,syn,nonessential,no
lineage2.2,213147,994,C/A,332,GAC/TAC,D/Y,Rv0182c,sigG,nonsyn,nonessential,no
lineage2.2,213281,860,C/T,287,GGC/GAC,G/D,Rv0182c,sigG,nonsyn,nonessential,no
lineage2.2,222925,637,G/A,213,GCT/ACT,A/T,Rv0191,0,nonsyn,nonessential,no
lineage2.2,267751,14,G/C,5,GCC/GGC,A/G,Rv0223c,0,nonsyn,nonessential,no
lineage2.2,270430,1135,G/C,379,CCT/GCT,P/A,Rv0226c,0,nonsyn,essential,no
lineage2.2,278021,123,T/C,41,CGT/CGC,R/R,Rv0232,0,syn,nonessential,no
lineage2.2,305188,2323,G/T,775,GTG/TTG,V/L,Rv0252,nirB,nonsyn,nonessential,no
lineage2.2,363464,213,G/A,71,CGG/CGA,R/R,Rv0298,0,syn,nonessential,no
lineage2.2,379528,357,G/T,119,GAG/GAT,E/D,Rv0311,0,nonsyn,essential,no
lineage2.2,456594,226,T/C,76,ATG/GTG,M/V,Rv0380c,0,nonsyn,nonessential,no
lineage2.2,465300,1890,C/T,630,TTC/TTT,F/F,Rv0386,0,syn,nonessential,no
lineage2.2,721373,360,T/G,120,GAA/GAC,E/D,Rv0629c,recD,nonsyn,nonessential,no
lineage2.2,738522,639,T/G,213,GAA/GAC,E/D,Rv0644c,mmaA2,nonsyn,nonessential,no
lineage2.2,779615,426,G/C,142,AAC/AAG,N/K,Rv0679c,0,nonsyn,nonessential,no
lineage2.2,799666,38,A/G,13,GAC/GGC,D/G,Rv0699,0,nonsyn,nonessential,no
lineage2.2,861216,305,T/G,102,CTC/CGC,L/R,Rv0768,aldA,nonsyn,nonessential,no
lineage2.2,866051,1339,G/A,447,CGC/TGC,R/C,Rv0773c,ggtA,nonsyn,nonessential,no
lineage2.2,892416,858,C/T,286,GTG/GTA,V/V,Rv0799c,0,syn,nonessential,no
lineage2.2,919351,203,A/C,68,TTC/TGC,F/C,Rv0825c,0,nonsyn,nonessential,no
lineage2.2,996205,91,T/C,31,AAG/GAG,K/E,Rv0893c,0,nonsyn,nonessential,no
lineage2.2,1028217,533,G/A,178,GGC/GAC,G/D,Rv0922,0,nonsyn,ND,no
lineage2.2,1034758,0,C/T,0,./.,./.,0,0,inter,0,no
lineage2.2,1071966,712,A/G,238,AAC/GAC,N/D,Rv0959,0,nonsyn,nonessential,no
lineage2.2,1076880,318,C/A,106,GCG/GCT,A/A,Rv0965c,0,syn,nonessential,no
lineage2.2,1097442,621,C/T,207,GAC/GAT,D/D,Rv0981,mprA,syn,nonessential,no
lineage2.2,1102117,315,G/A,105,GTG/GTA,V/V,Rv0986,0,syn,nonessential,no
lineage2.2,1102646,105,G/A,35,GCG/GCA,A/A,Rv0987,0,syn,nonessential,no
lineage2.2,1145848,1285,A/C,429,AAA/CAA,K/Q,Rv1023,eno,nonsyn,essential,no
lineage2.2,1172085,69,C/A,23,GAG/GAT,E/D,Rv1048c,0,nonsyn,nonessential,no
lineage2.2,1197157,0,T/G,0,./.,./.,0,0,inter,0,no
lineage2.2,1285001,10,A/C,4,ACC/CCC,T/P,Rv1159,pimE,nonsyn,nonessential,no
lineage2.2,1288698,1371,G/A,457,GGG/GGA,G/G,Rv1161,narG,syn,nonessential,no
lineage2.2,1299305,500,G/A,167,CCG/CTG,P/L,Rv1168c,PPE17,nonsyn,ND,no
lineage2.2,1322741,1222,A/G,408,ACT/GCT,T/A,Rv1183,mmpL10,nonsyn,essential,no
lineage2.2,1361285,517,C/T,173,GCT/ACT,A/T,Rv1217c,0,nonsyn,nonessential,no
lineage2.2,1370852,0,T/G,0,./.,./.,0,0,inter,0,no
lineage2.2,1594906,865,G/A,289,GTC/ATC,V/I,Rv1420,uvrC,nonsyn,essential,no
lineage2.2,1617302,85,G/T,29,CTT/ATT,L/I,Rv1439c,0,nonsyn,nonessential,no
lineage2.2,1620181,391,C/G,131,CTC/GTC,L/V,Rv1442,bisC,nonsyn,nonessential,no
lineage2.2,1647436,448,G/A,150,GTA/ATA,V/I,Rv1461,0,nonsyn,ND,no
lineage2.2,1688064,124,A/G,42,ATG/GTG,M/V,Rv1497,lipL,nonsyn,nonessential,no
lineage2.2,1695037,108,G/A,36,TTC/TTT,F/F,Rv1504c,0,syn,nonessential,no
lineage2.2,1701215,0,C/T,0,./.,./.,0,0,inter,0,no
lineage2.2,1733325,226,C/G,76,GCT/CCT,A/P,Rv1532c,0,nonsyn,nonessential,no
lineage2.2,1849051,2985,C/T,995,CCG/CCA,P/P,Rv1640c,lysX,syn,essential,yes
lineage2.2,1885385,3682,T/G,1228,TTG/GTG,L/V,Rv1662,pks8,nonsyn,essential,no
lineage2.2,1902337,0,A/C,0,./.,./.,0,0,inter,0,no
lineage2.2,1967026,612,C/T,204,GCG/GCA,A/A,Rv1739c,0,syn,nonessential,no
lineage2.2,2097270,394,C/T,132,CGG/TGG,R/W,Rv1847,0,nonsyn,nonessential,no
lineage2.2,2112832,135,A/C,45,GCT/GCG,A/A,Rv1865c,0,syn,nonessential,no
lineage2.2,2142266,0,C/A,0,./.,./.,0,0,inter,0,no
lineage2.2,2177366,280,C/T,94,CGC/TGC,R/C,Rv1925,fadD31,nonsyn,nonessential,no
lineage2.2,2202500,363,C/T,121,CAC/CAT,H/H,Rv1956,higA,syn,nonessential,no
lineage2.2,2245864,656,C/A,219,CCG/CAG,P/Q,Rv2000,0,nonsyn,nonessential,no
lineage2.2,2315386,213,C/A,71,CAC/CAA,H/Q,Rv2059,0,nonsyn,nonessential,no
lineage2.2,2354791,520,A/G,174,TCG/CCG,S/P,Rv2096c,pafB,nonsyn,nonessential,no
lineage2.2,2505085,615,G/A,205,GCC/GCT,A/A,Rv2231c,cobC,syn,essential,yes
lineage2.2,2546684,122,C/A,41,GGT/GTT,G/V,Rv2274c,mazF8,nonsyn,nonessential,no
lineage2.2,2551576,17,C/G,6,GCT/GGT,A/G,Rv2280,0,nonsyn,nonessential,no
lineage2.2,2551577,18,T/C,6,GCT/GCC,A/A,Rv2280,0,syn,nonessential,no
lineage2.2,2581052,634,G/A,212,GAC/AAC,D/N,Rv2308,0,nonsyn,nonessential,no
lineage2.2,2601760,1030,G/A,344,GCC/ACC,A/T,Rv2328,PE23,nonsyn,ND,no
lineage2.2,2612256,732,G/T,244,CTC/CTA,L/L,Rv2337c,0,syn,nonessential,no
lineage2.2,2692100,0,C/T,0,./.,./.,0,0,inter,0,no
lineage2.2,2706663,671,G/T,224,ACC/AAC,T/N,Rv2409c,0,nonsyn,nonessential,no
lineage2.2,2738274,1413,A/C,471,AGT/AGG,S/R,Rv2440c,obg,nonsyn,essential,no
lineage2.2,2775361,90,C/T,30,CGC/CGT,R/R,Rv2472,0,syn,essential,yes
lineage2.2,2793810,179,C/T,60,CGC/CAC,R/H,Rv2485c,lipQ,nonsyn,nonessential,no
lineage2.2,2850631,0,T/C,0,./.,./.,0,0,inter,0,no
lineage2.2,2881974,217,G/C,73,GCC/CCC,A/P,Rv2562,0,nonsyn,nonessential,no
lineage2.2,2903439,93,G/A,31,AGC/AGT,S/S,Rv2578c,0,syn,nonessential,no
